icao_id,name,state,wban_id,wmo_id,lat,lng,elevation_feet
KSPW,Spencer Municipal Airport,IA,14972,72650,43.16825,-95.21008,407.52
KSUX,"Sioux City, Sioux Gateway Airport",IA,14943,72557,42.4025,-96.38444,332.84
KTNU,Newton Municipal Airport - Earl Johnson Field,IA,04977,,41.67014,-93.01902,290.47
KCKP,"Cherokee, Cherokee Municipal Airport",IA,54920,,42.73167,-95.55583,0.0
KIIB,"Independence, Independence Municipal Airport",IA,04989,,42.45,-91.93333,298.09
KVTI,"Vinton, Vinton Veterans Memorial Airpark Airport",IA,04981,,42.21861,-92.02583,257.56
KOOA,"Oskaloosa, Oskaloosa Municipal Airport",IA,54919,,41.22611,-92.49361,0.0
KGGI,Grinnell Municipal Airfield,IA,14976,,41.7092,-92.7349,0.0
KPRO,Perry Municipal Airport,IA,54943,,41.828,-94.1599,308.76
KTVK,Centerville Municipal Airport,IA,54939,,40.6839,-92.901,311.84
KI75,Osceola Municipal Airport,IA,54942,,41.05222,-93.68966,339.85
KIFA,Iowa Falls Municipal Airport,IA,54941,,42.471,-93.27,346.56
KFXY,Forest City Municipal Airport,IA,54940,,43.235,-93.624,374.6
KHPT,Hampton Municipal Airport,IA,,,42.72369,-93.22633,358.44
KBOI,Boise Air Terminal,ID,24131,72681,43.56704,-116.24053,873.1
KBYI,Burley Municipal Airport,ID,24133,,42.54525,-113.7686,1262.87
KCOE,Coeur d'Alene Airport - Pappy Boyington Field,ID,24136,,47.76667,-116.81667,703.17
KEUL,Caldwell - Caldwell Industrial Airport,ID,94195,,43.64055,-116.63017,0.0
KIDA,Idaho Falls Regional Airport,ID,24145,,43.52083,-112.06611,1442.68
KJER,Jerome County Airport,ID,04110,,42.72736,-114.45469,1226.55
KLLJ,Challis - Challis Airport,ID,04114,,44.523,-114.21611,1534.13
KLWS,"Lewiston, Lewiston-Nez Perce County Airport",ID,24149,72783,46.37472,-117.01444,435.8
KMUO,Mountain Home Air Force Base,ID,24106,,43.05,-115.86667,0.0
KMYL,McCall Airport,ID,94182,,44.89425,-116.09978,1531.14
KP69,Lowell,ID,04109,,46.14417,-115.59639,451.1
KPIH,"Pocatello, Pocatello Regional Airport",ID,24156,72578,42.92028,-112.57111,1356.64
KRXE,"Rexburg, Rexburg-Madison County Airport",ID,94194,,43.83167,-111.80611,1480.79
KGIC,Grangeville - Idaho County Airport,ID,00452,,45.94111,-116.13257,1010.11
KSMN,"Salmon, Lemhi County Airport",ID,24196,,45.11667,-113.88333,1232.61
KSNT,"Stanley, Stanley Ranger Station",ID,04112,,44.20861,-114.93444,1979.68
KSUN,"Hailey, Friedman Memorial Airport",ID,94161,,43.5,-114.3,1617.27
KTWF,Joslin Field - Magic Valley Regional Airport,ID,94178,,42.4785,-114.47739,1269.84
KSZT,"Sandpoint, Sandpoint Airport",ID,04129,,48.29944,-116.56,648.31
KDIJ,"Driggs, Driggs-Reed Memorial Airport",ID,04135,,43.74167,-111.09778,0.0
K1U7,Bear Lake County Airport,ID,,,42.2497,-111.3416,1806.85
K65S,Boundary County Airport,ID,00310,,48.726,-116.2952,711.1
KMAN,Nampa Municipal Airport,ID,00264,,43.5813,-116.5231,773.28
KGNG,Gooding Municipal Airport,ID,24142,,42.91716,-114.76516,1127.15
K1H2,"Effingham, Effingham County Memorial Airport",IL,93816,,39.07056,-88.53333,0.0
KAAA,Logan County Airport,IL,04862,,40.15885,-89.33891,181.97
KALN,St. Louis Regional Airport,IL,03958,,38.88968,-90.03163,165.51
KARR,Aurora Municipal Airport,IL,04808,,41.77132,-88.48147,213.73
KBLV,"Belleville, Scott AFB/MidAmerica Airport",IL,13802,,38.55,-89.85,0.0
KBMI,"Bloomington/Normal, Central Illinois Regional Airport at Bloomington-Normal",IL,54831,,40.47694,-88.91583,263.65
KC09,Morris Muni-James R Washburn Field Airport,IL,04867,,41.43164,-88.41519,178.0
KC75,Marshall County Airport,IL,04868,,41.02307,-89.38854,173.13
KCMI,University of Illinois - Willard,IL,94870,,40.03245,-88.27547,226.54
KCPS,St. Louis Downtown Airport,IL,03960,,38.56403,-90.14871,123.4
KDEC,Decatur Airport,IL,03887,,39.8308,-88.87192,205.15
KDKB,De Kalb Taylor Municipal Airport,IL,04871,,41.93381,-88.70657,278.89
KDNV,"Danville, Vermilion County Airport",IL,94891,,40.19944,-87.59556,202.39
KDPA,"Chicago / West Chicago, Dupage Airport",IL,94892,,41.89639,-88.25111,228.34
KENL,Centralia Municipal Airport,IL,53887,,38.50951,-89.08996,162.76
KFEP,Albertus Airport,IL,04876,,42.24751,-89.58104,261.82
KFOA,Flora Municipal Airport,IL,53889,,38.66726,-88.4527,143.87
KFWC,"Fairfield, Fairfield Municipal Airport",IL,53891,,38.37861,-88.41278,132.89
KGBG,Galesburg Municipal Airport,IL,94959,,40.9329,-90.43339,0.0
KHSB,Harrisburg-Raleigh Airport,IL,53897,,37.81281,-88.54486,120.7
KIGQ,Lansing Municipal Airport,IL,04879,,41.54125,-87.52822,187.76
KIJX,Jacksonville Municipal Airport,IL,53944,,39.77401,-90.24187,190.2
KIKK,Greater Kankakee Airport,IL,04880,,41.06871,-87.85372,191.72
KJOT,Joliet Regional Airport,IL,14834,,41.51755,-88.17903,0.0
KLOT,Lewis University Airport,IL,04831,,41.60307,-88.10164,231.78
KLWV,Lawrenceville-Vincennes International Airport,IL,13809,,38.76046,-87.59903,130.05
KMDH,Southern Illinois Airport,IL,93810,,37.78328,-89.24532,122.07
KMDW,"Chicago, Chicago Midway Airport",IL,14819,72534,41.78417,-87.75528,185.82
KMLI,Moline Quad-City Airport,IL,14923,72544,41.4482,-90.52359,175.49
KMQB,Macomb Municipal Airport,IL,04949,,40.51763,-90.64807,0.0
KMTO,"Mattoon / Charleston, Coles County Memorial Airport",IL,53802,,39.47806,-88.27917,216.43
KMVN,Mount Vernon Airport,IL,93894,,38.32842,-88.85292,0.0
KMWA,Marion - Williamson County Regional Airport,IL,03865,,37.76671,-89.00993,140.21
KOLY,Olney-Noble Airport,IL,53822,,38.72133,-88.1799,0.0
KPIA,Peoria - General Downing-Peoria International Airport,IL,14842,72532,40.6675,-89.68389,199.68
KPNT,Pontiac Municipal Airport,IL,04889,,40.92327,-88.6213,200.86
KPPQ,"Pittsfield, Pittsfield Penstone Municipal Airport",IL,53950,,39.63889,-90.77833,216.41
KPRG,Edgar County Airport,IL,63810,,39.69817,-87.6669,199.34
KPWK,"Chicago / Wheeling, Pal-Waukee Airport",IL,04838,,42.12083,-87.90472,191.57
KRFD,"Rockford, Greater Rockford Airport",IL,94822,72543,42.19278,-89.09333,221.01
KRPJ,"Rochelle, Rochelle Municipal-Koritz Field Airport",IL,04890,,41.89057,-89.08175,238.05
KSAR,Sparta Community-Hunter Field Airport,IL,63814,,38.14624,-89.70243,163.98
KSLO,"Salem, Salem-Leckrone Airport",IL,03879,72433,38.64278,-88.96417,173.74
KSPI,Springfield - Abraham Lincoln Capital Airport,IL,93822,72439,39.84527,-89.68405,179.73
KSQI,Sterling Rockfalls,IL,04894,,41.7432,-89.66547,197.21
KTAZ,"Taylorville, Taylorville Municipal Airport",IL,63817,,39.53417,-89.32778,189.59
KTIP,Rantoul National Aviation Center Airport,IL,04896,,40.28952,-88.1473,224.64
KUGN,Chicago/Waukegan Regional Airport,IL,14880,,42.42546,-87.86339,216.47
KUIN,Quincy Regional Airport-Baldwin Field,IL,93989,72443,39.9371,-91.19659,231.62
KVYS,Illinois Valley Regional Airport,IL,04899,,41.35175,-89.14963,199.34
KORD,"Chicago, Chicago-O'Hare International Airport",IL,94846,72530,41.97972,-87.90444,204.81
K3LF,Litchfield Municipal Airport,IL,63878,,39.16052,-89.67419,0.0
KAJG,"Mount Carmel, Mount Carmel Municipal Airport",IL,63853,,38.60928,-87.72508,161.24
KCIR,Cairo Regional Airport,IL,93809,,37.06388,-89.2232,0.0
KCUL,Carmi Municipal Airport,IL,63840,,38.08875,-88.12125,118.26
KI63,"Mount Sterling, Mount Sterling Municipal Airport",IL,,,39.9875,-90.80417,223.11
KM30,Metropolis Municipal Airport,IL,63851,,37.18243,-88.74885,117.04
KRSV,Robinson Municipal Airport,IL,63841,,39.01361,-87.64846,140.82
KSFY,Tri-Township Airport,IL,04996,,42.04544,-90.11009,187.76
K06C,Schaumburg Regional Airport,IL,,,41.98934,-88.10124,244.14
KAID,Anderson Municipal Airport,IN,04828,,40.10612,-85.60977,274.32
KBAK,Columbus / Bakalar,IN,13803,,39.26667,-85.9,0.0
KBMG,"Bloomington, Monroe County Airport",IN,03893,,39.14306,-86.61667,253.33
KEKM,Elkhart Municipal,IN,04806,,41.71667,-86.0,0.0
KEVV,"Evansville, Evansville Regional Airport",IN,93817,72432,38.04306,-87.52028,122.51
KEYE,"Indianapolis, Eagle Creek Airpark",IN,53842,,39.825,-86.29583,247.35
KFWA,Fort Wayne International Airport,IN,14827,72533,40.97251,-85.20637,242.97
KGEZ,Shelbyville Municipal Airport,IN,53866,,39.58546,-85.79982,244.37
KGSH,"Goshen, Goshen Municipal Airport",IN,14829,,41.52611,-85.78667,251.19
KGUS,Grissom Air Force Base / Peru,IN,94833,,40.65,-86.15,0.0
KGYY,Gary Regional Airport,IN,04807,,41.61212,-87.40908,0.0
KHNB,Huntingburg,IN,53896,,38.25,-86.95,161.24
KHUF,Terre Haute Regional Airport,IN,03868,,39.4429,-87.32207,172.75
KIND,Indianapolis International Airport,IN,93819,72438,39.72518,-86.2816,270.49
KLAF,"Lafayette, Purdue University Airport",IN,14835,,40.4125,-86.9475,181.65
KMIE,"Muncie, Delaware County-Johnson Field",IN,94895,,40.23417,-85.39361,285.23
KSBN,South Bend International Airport,IN,14848,72535,41.70889,-86.31861,235.38
KVPZ,Valparaiso Porter County Municipal Airport,IN,04846,,41.45349,-86.99805,233.99
KASW,"Warsaw, Warsaw Municipal Airport",IN,54809,,41.27444,-85.84,259.08
KOKK,"Kokomo, Kokomo Municipal Airport",IN,54807,,40.53333,-86.06667,252.98
KTYQ,INDIANAPOLIS,IN,00173,,40.03066,-86.2515,281.03
KMQJ,Indianapolis Regional Airport,IN,,,39.84314,-85.89774,262.74
KRZL,Rensselaer Jasper County Airport,IN,00388,,40.94789,-87.18258,212.14
KOXI,Starke County Airport,IN,00187,,41.33,-86.665,208.18
KGGP,Logansport/Cass County Airport,IN,00336,,40.711,-86.373,225.25
KRCR,Rochester Fulton County Airport,IN,00265,,41.06553,-86.18169,241.1
KMZZ,Marion Municipal Airport,IN,94852,,40.49,-85.68,263.04
KGWB,Auburn De Kalb County Airport,IN,00167,,41.307,-85.064,268.22
KMGC,Michigan City Municipal Airport,IN,00384,,41.7033,-86.8212,200.25
KPPO,La Porte Municipal Airport,IN,00347,,41.5725,-86.7345,247.19
KANQ,Angola Tri-State Steuben County Airport,IN,00430,,41.6404,-85.0851,303.58
KDCY,Daviess County Airport,IN,00441,,38.7004,-87.1297,143.26
KMCX,Monticello White County Airport,IN,,,40.7088,-86.7668,206.04
KHHG,Huntington Municipal Airport,IN,,,40.8529,-85.4571,245.67
KFKR,Frankfort Municipal Airport,IN,,,40.2734,-86.5622,262.43
KCFJ,Crawfordsville Municipal Airport,IN,,,39.9756,-86.9199,243.54
KIMS,Madison Municipal Airport,IN,,,38.7589,-85.4655,249.02
KC62,Kendallville Municipal Airport,IN,,,41.4739,-85.2541,306.32
KHFY,Greenwood Municipal Airport,IN,,,39.6276,-86.088,250.55
KRID,Richmond Municipal Airport,IN,03846,,39.7572,-84.8428,346.86
KHLB,Batesville Airport,IN,,,39.34313,-85.25843,296.57
KFRH,French Lick Municipal Airport,IN,,,38.50622,-86.63694,241.4
KPLD,Portland Municipal Airport,IN,,,40.45158,-84.98903,282.24
KC65,Plymouth,IN,,,41.36667,-86.3,243.84
KJVY,Clark Regional Airport,IN,,,38.36661,-85.73814,144.48
KOJC,"Olathe, Johnson County Executive Airport",KS,03967,,38.85,-94.73917,327.25
KIXD,"Olathe, New Century Aircenter",KS,93909,72447,38.82444,-94.88694,321.54
KICT,Wichita - Wichita Dwight D. Eisenhower National Airport,KS,03928,72450,37.64722,-97.42944,426.61
KIAB,McConnell Air Force Base,KS,03923,,37.61667,-97.26667,0.0
KHUT,"Hutchinson, Hutchinson Municipal Airport",KS,13986,,38.06806,-97.86056,463.21
KCNU,"Chanute, Chanute Martin Johnson Airport",KS,13981,,37.67028,-95.48417,298.77
KEWK,"Newton, Newton City/County Airport",KS,53939,,38.05,-97.28333,466.95
KDDC,"Dodge City, Dodge City Regional Airport",KS,13985,72451,37.77278,-99.96972,786.41
KGCK,Garden City Regional Airport,KS,23064,,37.9275,-100.72444,877.14
KLBL,"Liberal, Liberal Municipal Airport",KS,23020,,37.05,-100.96667,875.69
KGBD,"Great Bend, Great Bend Municipal Airport",KS,13940,,38.35,-98.86667,573.02
KHYS,"Hays, Hays Regional Airport",KS,03968,,38.85,-99.26667,608.99
KP28,"Medicine Lodge, Medicine Lodge",KS,03957,72452,37.28389,-98.55278,467.87
KMHK,"Manhattan, Manhattan Municipal Airport",KS,03936,,39.13528,-96.67778,319.34
KTOP,"Topeka, Philip Billard Municipal Airport",KS,13996,72456,39.0725,-95.62583,268.1
KFOE,"Topeka, Forbes Field",KS,13920,,38.94139,-95.65056,315.12
KCNK,"Concordia, Blosser Municipal Airport",KS,13984,72458,39.55139,-97.65056,444.29
KRSL,"Russell, Russell Municipal Airport",KS,93997,,38.87278,-98.81306,568.11
KSLN,"Salina, Salina Municipal Airport",KS,03919,,38.78,-97.64417,385.03
KEHA,"Elkhart, Elkhart-Morton County Airport",KS,93076,72460,37.0,-101.88333,0.0
KGLD,"Goodland, Renner Field",KS,23065,72465,39.3675,-101.69306,1132.52
KHLC,"Hill City, Hill City Municipal Airport",KS,93990,,39.37472,-99.82972,667.09
KCFV,"Coffeyville, Coffeyville Municipal Airport",KS,93967,,37.09111,-95.56639,227.37
KPPF,"Parsons, Tri-City Airport",KS,03998,,37.32778,-95.50417,263.87
KWLD,"Winfield / Arkansas City, Strother Field",KS,13932,,37.16806,-97.03694,350.99
KLWC,"Lawrence, Lawrence Municipal Airport",KS,03997,,39.00833,-95.21167,251.94
KFRI,Fort Riley - Marshall AAF,KS,13947,72455,39.05586,-96.76166,0.0
KAAO,Wichita Jabara Airport,KS,03974,,37.74969,-97.21908,427.95
KEMP,"Emporia, Emporia Municipal Airport",KS,13989,,38.32889,-96.19389,366.25
KPTT,Pratt Municipal,KS,93978,,37.7,-98.75,594.97
KUKL,Coffey County Airport,KS,,,38.30247,-95.72497,357.53
KJHN,Stanton County Municipal Airport,KS,,,37.5782,-101.7304,1013.46
KMPR,MCPHERSON,KS,,,38.35244,-97.69133,454.46
KHQG,Hugoton Municipal Airport,KS,,,37.16308,-101.37052,954.94
KTQK,Scott City Municipal Airport,KS,,,38.47502,-100.88444,903.12
K3K3,Syracuse-Hamilton County Municipal Airport,KS,,,37.99858,-101.7476,1014.01
KK82,Smith Center Municipal Airport,KS,,,39.76261,-98.7945,548.34
KCBK,Shalz Field Airport,KS,03037,,39.42746,-101.04662,971.09
KPTS,Atkinson Municipal Airport,KS,00142,,37.4494,-94.7311,290.17
KOEL,Oakley Municipal Airport,KS,,,39.11178,-100.81667,928.12
KNRN,Norton Municipal Airport,KS,,,39.85047,-99.89469,726.34
K13K,Lt. William M. Milliken Airport,KS,,,37.85161,-96.29202,367.99
KIDP,INDEPENDENCE,KS,00141,,37.1584,-95.7784,251.16
KSYF,ST FRANCIS,KS,00143,,39.763884,-101.797861,1040.28
KMYZ,Marysville Municipal Airport,KS,,,39.8553,-96.6306,391.06
KEQA,El Dorado Captain Jack Thomas Airport,KS,,,37.77534,-96.81449,420.01
K3AU,Augusta Municipal Airport,KS,,,37.6716,-97.0779,404.77
KK88,Allen County Airport,KS,,,37.8682,-95.3869,309.37
KOWI,Ottawa Municipal Airport,KS,,,38.5409,-95.2542,294.44
K19S,Sublette Municipal Airport,KS,,,37.4969,-100.8329,886.05
KLYO,Lyons-Rice County Municipal Airport,KS,,,38.34025,-98.22856,515.42
KOIN,Oberlin Municipal Airport,KS,,,39.83489,-100.53978,823.87
KADT,Atwood-Rawlins County City-County Airport,KS,03043,,39.84034,-101.04248,911.66
KBWG,"Bowling Green, Bowling Green-Warren County Regional Airport",KY,93808,,36.96444,-86.41944,159.33
KCVG,Cincinnati/Northern Kentucky International Airport,KY,93814,72421,39.04456,-84.67229,262.43
KEHR,Henderson City,KY,53886,,37.81667,-87.68333,117.96
KFFT,"Frankfort, Capital City Airport",KY,53841,,38.18472,-84.90333,236.82
KFTK,Fort Knox,KY,13807,72424,37.9,-85.96667,0.0
KHOP,Fort Campbell U. S. Army Airfield,KY,13806,74671,36.66667,-87.5,0.0
KJKL,"Jackson, Carroll Airport",KY,03889,72419,37.59139,-83.31444,445.45
KLEX,Lexington Blue Grass Airport,KY,93820,72422,38.0339,-84.61146,293.23
KLOU,"Louisville, Bowman Field Airport",KY,13810,,38.22778,-85.66361,164.56
KLOZ,"London, London-Corbin Airport-Magee Field",KY,03849,,37.08944,-84.06861,359.97
KOWB,"Owensboro, Owensboro-Daviess County Airport",KY,53803,,37.74,-87.16667,122.83
KPAH,"Paducah, Barkley Regional Airport",KY,03816,72435,37.05639,-88.77389,154.18
KSDF,Louisville Muhammad Ali International Airport,KY,93821,72423,38.17406,-85.7365,146.3
KSME,"Somerset, Somerset-Pulaski County - J.T. Wilson Field Airport",KY,63815,,37.05417,-84.615,282.55
KGLW,"Glasgow, Glasgow Municipal Airport",KY,00361,,37.03167,-85.95361,218.24
K1A6,"Middlesboro, Middlesboro-Bell County Airport",KY,63875,,36.61056,-83.73722,0.0
KEKQ,"Monticello, Wayne County Airport",KY,63882,,36.85528,-84.85611,0.0
KTWT,"Sturgis, Sturgis Municipal Airport",KY,,,37.54083,-87.95167,113.39
KCEY,"Murray Kyle Oakley Field, KY",KY,00437,,36.6646,-88.3728,176.17
KK62,FALMOUTH,KY,,,38.70407,-84.39182,273.71
KDVK,Stuart Powell Field Airport,KY,00144,,37.5775751,-84.7694978,312.12
K2I0,Madisonville Municipal Airport,KY,00421,,37.35593,-87.39822,124.36
KI35,Harlan,KY,00334,,36.85933,-83.35847,473.05
KIOB,Mount Sterling-Montgomery County Airport,KY,00146,,38.0575,-83.9829,311.2
KSJS,Big Sandy Regional Airport,KY,00476,,37.751,-82.6367,372.47
KM25,Mayfield Graves County Airport,KY,,,36.7691,-88.5847,159.41
KSYM,Clyde A. Thomas Regional Airport,KY,,,38.215,-83.5874,313.33
KFGX,Flemingsburg Fleming-Mason Airport,KY,,,38.5418,-83.7434,278.28
KDWU,Ashland Regional Airport,KY,,,38.5545,-82.738,166.42
KPBX,Pikeville Pike County Airport and Hatcher Field,KY,,,37.5587,-82.5674,448.97
K6I2,Lebanon-Springfield Airport,KY,,,37.6352,-85.2418,263.96
KBYL,Williamsburg-Whitley County Airport,KY,,,36.79541,-84.20127,358.75
KM21,Muhlenberg County Airport,KY,,,37.2262,-87.1564,128.63
KEKX,Elizabethtown Addington Field Airport,KY,,,37.686,-85.925,236.22
KKY8,Hancock County Airport-Ron Lewis Field,KY,,,37.953,-86.8592,125.58
K27K,Georgetown Scott County Regional Airport,KY,,,38.23444,-84.43469,288.65
KBRY,Samuels Field Airport,KY,,,37.81433,-85.49964,203.91
KAAS,Taylor County Airport,KY,,,37.35828,-85.30942,280.72
KCPF,Wendell H Ford Airport,KY,,,37.38736,-83.26161,382.95
KLNQ,Boothville Heliport,LA,43110,,29.35414,-89.43591,3.05
KAEX,"Alexandria, Alexandria International Airport",LA,93915,74754,31.33472,-92.55861,25.03
KARA,Acadiana Regional Airport,LA,53915,,30.02918,-91.88451,4.84
KASD,"Slidell, Slidell Airport",LA,53865,72233,30.34306,-89.82194,7.51
KBAD,Barksdale Air Force Base,LA,13944,,32.5,-93.66667,0.0
KBTR,"Baton Rouge, Baton Rouge Metropolitan, Ryan Field",LA,13970,72232,30.53722,-91.14694,20.44
KCWF,Chenault Airpark,LA,13941,,30.21667,-93.15,0.0
KDTN,"Shreveport, Shreveport Downtown Airport",LA,53905,,32.5425,-93.74472,52.27
KESF,Alexandria Esler Regional Airport,LA,13935,,31.39634,-92.28273,26.93
KHDC,"Hammond, Hammond Municipal Airport",LA,03908,,30.52083,-90.4175,0.0
KHUM,Houma-Terrebonne Airport,LA,12927,,29.56341,-90.66283,0.0
KIER,"Natchitoches, Natchitoches Regional Airport",LA,53943,,31.73583,-93.09917,36.88
KLCH,Lake Charles Regional Airport,LA,03937,72240,30.12556,-93.22767,4.79
KLFT,"Lafayette, Lafayette Regional Airport",LA,13976,,30.20222,-91.99306,10.76
KMLU,Monroe Regional Airport,LA,13942,,32.51557,-92.02995,22.14
KMSY,"New Orleans, New Orleans International Airport",LA,12916,72231,29.99278,-90.25083,-0.99
KNBG,New Orleans Naval Air Station - Alvin Callender Field,LA,12958,,29.83736,-90.02445,0.0
KNEW,"New Orleans, New Orleans Lakefront Airport",LA,53917,,30.04944,-90.02889,0.87
KP92,Salt Point,LA,12968,,29.55903,-91.52498,1.01
KPOE,"Fort Polk, Polk AAF Ft Polk",LA,03993,72239,31.05,-93.19389,144.06
KPTN,Patterson Memorial,LA,12936,,29.71667,-91.33333,0.0
KRSN,"Ruston, Ruston Regional Airport",LA,53958,,32.51444,-92.58833,94.79
KSHV,"Shreveport, Shreveport Regional Airport",LA,13957,72248,32.44694,-93.82417,85.1
KTVR,"Vicksburg, Vicksburg / Tallulah Regional Airport",LA,03996,,32.34806,-91.03,25.24
KBQP,"Bastrop, Morehouse Memorial Airport",LA,53992,,32.75583,-91.88056,0.0
KBXA,"Bogalusa, George R Carr Memorial Air Field",LA,00148,,30.81361,-89.86472,36.58
KDRI,"De Ridder, Beauregard Parish Airport",LA,03976,,30.83167,-93.33972,0.0
KACP,"Oakdale, Allen Parish Airport",LA,53991,,30.75056,-92.68861,0.0
KGAO,"Galliano, South Lafourche Airport",LA,12993,,29.44472,-90.26111,0.0
KAQV,Ft. Polk - Peason Ridge,LA,03949,72282,31.4,-93.2833,115.28
KBKB,Ft. Polk - Fullerton Landing Strip,LA,53988,,31.0217,-92.9107,94.49
KUXL,Southland Field,LA,00359,,30.1314,-93.3761,3.05
KGBK,MAGNOLIA OIL PLATFORM,LA,00243,,27.2,-92.2,224.03
KMNE,Minden Airport,LA,00268,,32.64603,-93.29808,85.04
KGHB,GB172/Salsa (Shell E-P),LA,00303,,27.84,-91.988,30.18
KATP,Green Canyon 787 Atlantis,LA,00312,,27.195,-90.027,50.29
KMIS,Main Pass 140B (Apache Corp),LA,00307,,29.296,-88.842,24.99
KVKY,Main Pass 289C (Apache Corp),LA,00331,,29.248,-88.441,115.21
KVOA,VK 786/Petronius (Chevron),LA,00302,,29.229,-87.781,53.04
KGRY,Green Canyon 338 Front Runner,LA,00453,,27.625,-90.441,58.22
KIYA,Abbeville Chris Crusta Memorial Airport,LA,00184,,29.97578,-92.08422,15.24
K3R7,Jennings Airport,LA,00381,,30.2427,-92.6735,7.01
K5R8,De Quincy Industrial Airpark,LA,00423,,30.4412,-93.4735,25.6
KREG,Louisiana Regional Airport,LA,00460,,30.1714,-90.9404,4.57
KHZR,New Roads False River Regional Airport,LA,00457,,30.7183,-91.4787,12.19
KOPL,Opelousas St Landry Parish Airport,LA,00466,,30.5584,-92.0994,23.16
KAPS,Port of South Louisiana Executive Regional Airport,LA,,,30.08747,-90.58283,1.98
K0R4,Vidalia Concordia Parish,LA,,,31.562,-91.5065,16.46
K3F3,Mansfield - C E Rusty Williams Airport,LA,,,32.0717,-93.764,98.76
KDSF,Mississippi Canyon,LA,,,28.35,-88.26667,39.99
K7N0,New Orleans - Superdome,LA,00483,,29.95,-90.06667,9.14
KACK,"Nantucket, Nantucket Memorial Airport",MA,14756,,41.25389,-70.05972,11.24
KAQW,North Adams Harriman-and-West Airport,MA,54768,,42.69731,-73.16955,197.04
KBAF,"Westfield, Barnes Municipal Airport",MA,14775,,42.15972,-72.71278,80.61
KBED,Laurence G Hanscom Field Airport,MA,14702,74490,42.46811,-71.29463,38.97
KBOS,"Boston, Logan International Airport",MA,14739,72509,42.36056,-71.01056,3.25
KBVY,"Beverly, Beverly Municipal Airport",MA,54733,,42.58361,-70.91639,27.63
KCEF,Chicopee Falls / Westover Air Force Base,MA,14703,74491,42.2,-72.53333,0.0
KCQX,"Chatham, Chatham Municipal Airport",MA,94624,,41.6875,-69.99333,18.49
KEWB,"New Bedford, New Bedford Regional Airport",MA,94726,,41.67528,-70.95694,22.45
KFIT,"Fitchburg, Fitchburg Municipal Airport",MA,04780,,42.55194,-71.75583,102.3
KFMH,Otis Air National Guard Base,MA,14704,,41.65,-70.51667,0.0
KHYA,"Hyannis, Barnstable Municipal-Boardman Airport",MA,94720,,41.67194,-70.26972,11.35
KLWM,Lawrence Municipal Airport,MA,94723,,42.7126,-71.12553,41.48
KMVY,Marthas Vineyard Airport,MA,94724,,41.39298,-70.61588,17.87
KORE,Orange Municipal Airport,MA,54756,,42.57,-72.28693,165.78
KORH,"Worcester, Worcester Regional Airport",MA,94746,72510,42.27056,-71.87306,305.52
KOWD,"Norwood, Norwood Memorial Airport",MA,54704,,42.19083,-71.17389,13.01
KPSF,Pittsfield Municipal Airport,MA,14763,,42.42691,-73.28897,351.18
KPVC,Provincetown Municipal Airport,MA,64708,,42.07436,-70.21816,2.44
KPYM,"Plymouth, Plymouth Municipal Airport",MA,54769,,41.90861,-70.72806,42.24
KTAN,"Taunton, Taunton Municipal Airport",MA,54777,,41.87556,-71.02111,8.63
KGHG,Marshfield Airport,MA,64774,,42.0983,-70.6722,0.0
KADW,Camp Springs / Andrews Air Force Base,MD,13705,74594,38.81667,-76.85,0.0
KAPG,Phillips Army Air Field / Aberdeen,MD,13701,,39.46667,-76.16667,17.37
KBWI,"Baltimore, Baltimore-Washington International Airport",MD,93721,72406,39.17329,-76.68404,41.99
KDMH,"Baltimore, Inner Harbor",MD,93784,,39.28333,-76.61667,6.1
KESN,Easton / Newman Field,MD,03756,,38.8,-76.06667,0.0
KFDK,Frederick Municipal Airport,MD,13730,,39.41775,-77.36982,0.0
KFME,Fort Meade / Tipton,MD,93733,,39.08333,-76.76667,46.02
KHGR,"Hagerstown, Washington County Regional Airport",MD,93706,,39.70583,-77.73,209.44
KMTN,Baltimore / Martin,MD,93744,,39.33333,-76.41667,0.0
KNAK,"Annapolis, United States Naval Academy",MD,13752,,38.99125,-76.48907,1.83
KNHK,"Patuxent River, Naval Air Station",MD,13721,72404,38.27861,-76.41389,0.0
KOXB,"Ocean City, Ocean City Municipal Airport",MD,93786,,38.31056,-75.12389,1.77
KSBY,"Salisbury, Salisbury-Ocean City Wicomico County Regional Airport",MD,93720,72398,38.34056,-75.51028,14.41
KNUI,"St. Inigoes, Webster Field, Naval Electronic Systems Engineering Activity",MD,03757,,38.14889,-76.42,0.0
KRSP,Camp David,MD,03749,,39.645,-77.468,562.97
K2G4,Garrett County Airport,MD,03755,,39.5803,-79.3394,0.0
K2W6,St Marys County Airport,MD,00126,,38.3154,-76.5501,43.28
KCGE,Cambridge-Dorchester Airport,MD,00356,,38.5393,-76.0304,6.1
KCGS,College Park Airport,MD,00358,,38.9806,-76.9223,15.24
KW29,Bay Bridge Field,MD,00124,,38.9767,-76.33,5.18
KGAI,Gaithersburg - Montgomery County Airport,MD,93764,,39.16957,-77.16551,0.0
KDMW,Carroll County Regional Jack B Poage Field,MD,03724,,39.6083,-77.0077,240.49
KMLT,"Millinocket, Millinocket Municipal Airport",ME,14610,,45.64778,-68.69194,122.24
K40B,Clayton Lake,ME,94605,,46.61667,-69.53333,304.8
KAUG,"Augusta, Augusta State Airport",ME,14605,,44.32056,-69.79722,106.38
