icao_id,name,state,wban_id,wmo_id,lat,lng,elevation_feet
PALH,"Anchorage, Lake Hood Seaplane Base",AK,26491,,61.18333,-149.96667,25.09
PAMC,"McGrath, McGrath Airport",AK,26510,70231,62.96667,-155.61667,102.99
PAMD,Middleton Island Airport,AK,25402,70343,59.4423,-146.3166,0.0
PAMH,"Minchumina, Minchumina Airport",AK,26512,70246,63.88056,-152.30056,0.0
PAMO,Mountain Village,AK,26635,,62.0953,-163.6819,0.0
PAMR,"Anchorage, Merrill Field Airport",AK,26409,70273,61.21667,-149.85,52.09
PAMY,"Mekoryuk, Mekoryuk Airport",AK,26622,70218,60.36667,-166.26667,13.72
PAOM,"Nome, Nome Airport",AK,26617,70200,64.51194,-165.445,6.49
PAOH,Hoonah - Hoonah Seaplane Base,AK,25378,,58.097,-135.414,0.0
PAOR,"Northway, Northway Airport",AK,26412,70291,62.96111,-141.92889,523.17
PAOT,Ralph Wien Memorial Airport,AK,26616,70133,66.88576,-162.60624,5.0
PAAQ,"Palmer, Palmer Municipal Airport",AK,25331,70274,61.6,-149.08333,70.88
PAPO,"Point Hope, Point Hope Airport",AK,26623,,68.35,-166.8,0.0
PPIZ,"Point Lay, Point Lay LRRS Airport",AK,26638,70121,69.71667,-163.0,0.0
PALJ,"Port Alsworth, Port Alsworth Airport",AK,26546,,60.2,-154.31667,79.25
PAPR,"Prospect Creek, Prospect Creek Airport",AK,26538,,66.81278,-150.64389,0.0
PAPH,"Port Heiden, Port Heiden Airport",AK,25508,70333,56.95,-158.63333,0.0
PAPT,Puntilla,AK,26526,70249,62.1,-152.75,566.32
PASC,"Deadhorse, Deadhorse Airport",AK,27406,,70.2,-148.46667,17.71
PASD,Sand Point,AK,25617,,55.31667,-160.51667,0.0
PAGY,Skagway,AK,25335,70362,59.4544,-135.3263,7.36
PASH,"Shishmaref, Shishmaref Airport",AK,26625,,66.26667,-166.08333,0.0
PASI,Sitka - Sitka Airport,AK,25333,70371,57.048,-135.3647,6.02
PASL,Sleetmute,AK,26553,,61.69735,-157.16712,54.25
PASN,"St. Paul Island, St. Paul Island Airport",AK,25713,70308,57.16667,-170.21667,10.0
PASA,Savoonga Airport,AK,26704,,63.68333,-170.5,0.0
PAWD,Seward,AK,26438,,60.11667,-149.45,4.13
PASX,Soldotna,AK,26559,,60.48333,-151.03333,34.44
PATA,"Tanana, Calhoun Memorial Airport",AK,26529,70178,65.16667,-152.1,68.7
PATK,"Talkeetna, Talkeetna Airport",AK,26528,70251,62.32056,-150.09361,106.76
PATG,"Togiac Village, Togiak Airport",AK,25629,,59.05,-160.4,6.1
PAKU,"Kuparuk, Ugnu-Kuparuk Airport",AK,27408,,70.31667,-149.58333,0.0
PAUN,Unalakleet,AK,26627,70207,63.88333,-160.8,5.49
PAVD,Valdez 2,AK,26479,,61.13333,-146.26667,18.29
PAWG,Wrangell,AK,25338,70387,56.48333,-132.36667,17.07
PAWN,"Noatak, Noatak Airport",AK,26648,,67.56667,-162.98333,26.82
PAYA,Yakutat,AK,25339,70361,59.51667,-139.66667,10.7
PAPG,Petersburg,AK,25329,70386,56.8017,-132.9453,32.61
PARY,Ruby,AK,26561,,64.7272,-155.4697,0.0
PAAK,"Atka, Atka Airport",AK,25715,,52.22028,-174.20639,0.0
PACZ,"Cape Romanzof, Cape Romanzof LRRS Airport",AK,26633,70212,61.78333,-166.03333,0.0
PADE,"Deering, Deering/New Airport",AK,26643,,66.08333,-162.75,5.4
PAED,"Anchorage, Elmendorf Air Force Base",AK,26401,70272,61.25306,-149.79389,0.0
PAEH,"Cape Newenham, Cape Newenham LRRS Airport",AK,25623,70305,58.65,-162.06667,0.0
PAEI,"Fairbanks, Eielson Air Force Base",AK,26407,70265,64.65,-147.1,0.0
PAFB,Fort Wainwright AAF,AK,26498,,64.83667,-147.59556,138.38
PAFR,"Ft. Richardson / Bryant U. S. Army Heliport, Ak",AK,00489,,61.26667,-149.65,118.26
PAGL,"Golovin, Golovin Airport",AK,26628,,64.54333,-163.03944,0.0
PAII,"Egegik, Egegik Airport",AK,25519,,58.18528,-157.38556,28.04
PAIK,Kinana / Bob Baker Me,AK,00102,,66.98333,-160.43333,51.21
PAIM,"Utopia Creek, Indian Mountain LRRS Airport",AK,26535,70173,66.0,-153.7,388.92
PAJC,"Chignik, Chignik Airport",AK,25518,,56.31139,-158.37333,5.49
PAKK,"Koyuk, Koyuk Airport",AK,26602,,64.93389,-161.15806,0.0
PAKV,"Kaltag, Kaltag Airport",AK,26502,,64.31667,-158.73333,52.62
PALP,"Deadhorse, Alpine Airstrip",AK,27517,,70.33333,-150.93333,0.0
PALU,"Cape Lisburne, Cape Lisburne LRRS Airport",AK,26631,70104,68.88333,-166.1,0.0
PAMM,"Metlakatla, Metlakatla Seaplane Base",AK,25377,,55.13111,-131.57806,0.0
PAPM,Platinum,AK,25604,,59.01667,-161.81667,0.0
PAQT,"Nuiqsut, Nuiqsut Airport",AK,27515,,70.21,-151.00556,11.29
PASK,Selawik,AK,26558,,66.61667,-160.0,0.0
PASO,"Seldovia, Seldovia Airport",AK,25516,,59.45,-151.7,8.68
PASV,Sparrevohn Airways Facilities Sector,AK,26534,70235,61.1,-155.56667,0.0
PASY,"Shemya, Eareckson AFB",AK,45715,70414,52.71667,174.11667,28.99
PATC,Tin City Airways Facilities Sector,AK,26634,70117,65.56667,-167.91667,0.0
PATL,"Takotna, Tatalina LRRS Airport",AK,26536,,62.9,-155.98333,0.0
PATO,"Portage, Portage Glacier",AK,26492,,60.78333,-148.83333,32.49
PAVL,"Kivalina, Kivalina Airport",AK,26642,,67.73333,-164.55,5.66
PAWS,"Wasilla, Wasilla Airport",AK,26443,,61.57194,-149.54056,0.0
PAHL,"Huslia, Huslia Airport",AK,26552,,65.6975,-156.35111,54.86
PAKI,"Kipnuk, Kipnuk Airport",AK,00106,,59.93278,-164.03028,5.94
PACM,Scammon Bay,AK,00108,,61.8453,-165.5713,4.27
PADM,Marshall,AK,00105,,61.8643,-162.0261,31.09
PAFS,Nikolai,AK,00104,,63.019,-154.358,126.19
PAHC,Holy Cross,AK,26521,,62.1873,-159.77657,6.1
PAIG,Igiugig,AK,25521,,59.32395,-155.90235,0.0
PAJZ,Koliganek,AK,00112,,59.727,-157.259,82.3
PALG,Kalskag,AK,26652,,61.5364,-160.3414,0.0
PAMB,Manokotak,AK,00109,,58.9902,-159.0499,15.85
PAMK,St Michael Airport,AK,00123,,63.49006,-162.11039,28.04
PANW,New Stuyahok,AK,00107,,59.45,-157.328,92.05
PAOU,Nelson Lagoon,AK,00110,,56.008,-161.16,4.27
PARS,Russian Mission,AK,26654,,61.775,-161.3194,0.0
PATQ,Atqasuk,AK,27518,,70.4673,-157.4357,0.0
PADG,Red Dog,AK,26649,,68.0321,-162.8992,0.0
PFSH,Shaktoolik Airport,AK,00111,,64.3711,-161.224,7.01
PFNO,Noorvik,AK,00113,,66.8175,-161.0223,17.07
PAGH,Shungnak Airport,AK,00490,,66.8881,-157.1624,62.79
PAIW,Wales,AK,00103,,65.6226,-168.0949,7.01
PATE,Teller,AK,00393,,65.2404,-166.3393,89.0
PAHX,Shageluk Airport,AK,,,62.6923,-159.5692,23.77
PFWS,South Naknek Nr 2 Airport,AK,,,58.7021,-157.0026,49.38
PFCL,Clarks Point Airport,AK,,,58.8337,-158.5294,24.08
PAQH,Quinhagak Airport,AK,,,59.7551,-161.8454,13.01
PANA,Napakiak Airport,AK,,,60.6903,-161.9785,5.18
PFKW,Kwethluk Airport,AK,,,60.7903,-161.4437,7.62
PPIT,Nunapitchuk Airport,AK,,,60.906,-162.4406,3.05
PAAD,Point Thomson Airstrip,AK,,,70.136,-146.2901,17.07
K79J,"Andalusia, Andalusia-Opp Municipal Airport",AL,53843,,31.3,-86.38333,97.53
KANB,Anniston Metro Airport,AL,13871,,33.59045,-85.84789,181.83
KAUO,Auburn-Opelika Airport,AL,03892,,32.61667,-85.43333,236.52
KBFM,"Mobile, Mobile Downtown Airport",AL,13838,,30.61389,-88.06333,4.93
KBHM,"Birmingham, Birmingham International Airport",AL,13876,72228,33.56556,-86.745,187.67
KDCU,"Decatur, Pryor Field",AL,53852,,34.65806,-86.94333,179.11
KDHN,"Dothan, Dothan Regional Airport",AL,13839,,31.32139,-85.44972,112.15
KEET,"Alabaster, Shelby County Airport",AL,53864,,33.17833,-86.78167,172.51
KGAD,"Gadsden, Gadsden Municipal Airport",AL,03896,,33.96667,-86.08333,0.0
KGZH,"Evergreen, Middleton Field",AL,53820,,31.41889,-87.04806,79.14
KHEY,Hanchey AHP / Ozark,AL,63873,,31.35,-85.66667,0.0
KHSV,"Huntsville, Huntsville International / Jones Field",AL,03856,72323,34.64361,-86.78556,189.97
KLOR,"Fort Rucker, Lowe Army Heliport",AL,53861,,31.35889,-85.74833,74.37
KMDQ,"Huntsville, Madison County Executive Airport",AL,63804,,34.86139,-86.55722,230.12
KMGM,"Montgomery, Dannelly Field",AL,13895,72226,32.30028,-86.40611,66.18
KMOB,"Mobile, Mobile Regional Airport",AL,13894,72223,30.68833,-88.24556,65.49
KMSL,"Muscle Shoals, North West Alabama Regional Airport",AL,13896,,34.74389,-87.59944,165.77
KMXF,Maxwell Air Force Base / Montgomery,AL,13821,,32.38333,-86.36667,0.0
KOZR,Cairns Army Air Field / Ozark,AL,03850,,31.27672,-85.71099,0.0
KSXS,SCHELL AHP,AL,,,31.35,-85.85,121.92
KTCL,Tuscaloosa Regional Airport,AL,93806,,33.21215,-87.61554,45.25
KTOI,"Troy, Troy Municipal Airport",AL,03878,,31.86056,-86.01222,118.55
KCMD,Cullman Regional Folsom Field,AL,00440,,34.2687,-86.858,295.66
K4A9,"Fort Payne, Isbell Field Airport",AL,63847,,34.47361,-85.72139,267.31
KALX,"Alexander City, Thomas C Russell Field Airport",AL,63833,,32.91472,-85.96278,209.09
KSEM,Craig Field / Selma,AL,13850,,32.35,-86.98333,50.6
K1M4,"Haleyville, Posey Field Airport",AL,00138,,34.28028,-87.60028,284.07
K8A0,"Albertville, Albertville Municipal Airport",AL,63880,,34.22889,-86.25556,0.0
KHUA,Redstone Airfield,AL,63883,,34.6786,-86.6847,0.0
KJKA,Jack Edwards Airport,AL,63885,,30.2896,-87.6718,0.0
KPRN,Mac Crenshaw Memorial Airport,AL,63874,,31.8457,-86.6107,134.85
KCQF,Sonny Callahan Airport,AL,00186,,30.461,-87.877,28.04
KEUF,Eufaula Municipal Airport,AL,63872,,31.951,-85.129,86.83
K4A6,Scottsboro Municipal Airport,AL,00284,,34.68871,-86.00593,198.12
KJFX,Jasper Walker County Airport & Bevill Field,AL,00156,,33.902,-87.31417,147.22
KDYA,Demopolis Municipal Airport,AL,00445,,32.4638,-87.9541,34.14
K1A9,Prattville - Grouby Field,AL,,,32.4387,-86.5127,68.58
KASN,Talladega Municipal Airport,AL,,,33.5695,-86.0512,160.93
KEDN,Enterprise Municipal Airport,AL,,,31.2982,-85.9048,110.95
KSCD,Merkel Field Sylacauga Municipal Airport,AL,,,33.1718,-86.3055,173.43
KPLR,St Clair County Airport,AL,,,33.5588,-86.2491,147.83
KEKY,Bessemer Airport,AL,53816,,33.3126,-86.9263,0.0
KARG,Walnut Ridge Regional Airport,AR,93991,,36.12562,-90.92148,0.0
KASG,Springdale Municipal,AR,03973,,36.18333,-94.11667,0.0
KAWM,"West Memphis, West Memphis Municipal Airport",AR,53959,,35.13333,-90.23333,63.74
KBPK,Baxter County Airport,AR,53918,,36.37056,-92.47194,281.07
KBVX,"Batesville, Batesville Regional Airport",AR,53934,,35.73333,-91.65,141.12
KBYH,Eaker Air Force Base,AR,13814,,35.96667,-89.95,0.0
KCDH,Camden / Harrell Field,AR,00373,,33.61667,-92.76667,40.23
KDEQ,"De Queen, J Lynn Helms Sevier County Airport",AR,53925,,34.04694,-94.39944,106.55
KELD,South Arkansas Regional Airport,AR,93992,,33.22075,-92.814,78.03
KFLP,"Flippin, Marion County Regional Airport",AR,03918,,36.3,-92.58333,0.0
KFSM,Fort Smith Regional Airport,AR,13964,72344,35.3335,-94.36524,136.66
KFYV,"Fayetteville, Drake Field",AR,93993,,36.01028,-94.16778,377.11
KHKA,"Blytheville, Blytheville Municipal Airport",AR,53869,,35.93889,-89.8325,77.6
KHOT,"Hot Springs, Memorial Field Airport",AR,03962,,34.47806,-93.09611,153.98
KHRO,"Harrison, Boone County Airport",AR,13971,72345,36.26167,-93.15472,418.01
KJBR,"Jonesboro, Jonesboro Municipal Airport",AR,03953,,35.83722,-90.64306,78.88
KLIT,"Little Rock, Adams Field",AR,13963,,34.72667,-92.23611,76.4
KLLQ,"Monticello, Monticello Municipal Airport/Ellis Field",AR,53919,,33.63833,-91.75111,84.97
KLRF,Little Rock Air Force Base,AR,03930,,34.91667,-92.15,0.0
KORK,North Little Rock Municipal Airport,AR,,,34.83314,-92.25414,166.24
KMWT,Mount Ida,AR,53921,,34.55,-93.58333,213.97
KPBF,"Pine Bluff, Grider Field Airport",AR,93988,,34.175,-91.93472,62.08
KROG,Rogers - Rogers Executive Airport - Carter Field,AR,53954,,36.36667,-94.1,412.39
KRUE,Russelville Municipal Airport,AR,53920,,35.25737,-93.09494,115.66
KSGT,"Stuttgart, Stuttgart Municipal Airport",AR,13925,,34.6,-91.56667,0.0
KSLG,"Siloam Springs, Smith Field Airport",AR,53955,,36.2,-94.48333,363.63
KSRC,Searcy Municipal Airport,AR,53985,,35.21349,-91.73928,80.47
KTXK,"Texarkana, Texarkana Regional-Webb Field",AR,13977,,33.45611,-93.9875,115.79
KVBT,"Bentonville, Bentonville Municipal Airport/Louise M Thaden Field",AR,03978,,36.35,-94.21667,0.0
KXNA,Northwest Arkansas Regional Airport,AR,53922,,36.28977,-94.31145,389.57
KMEZ,"Mena, Mena Intermountain Municipal Airport",AR,53996,,34.54528,-94.2025,0.0
KM19,"Newport, Newport Municipal Airport",AR,13917,,35.6375,-91.17611,0.0
KCCA,Clinton Memorial Airfield,AR,00133,,35.598,-92.4516,157.28
K4M9,Corning Municipal Airport,AR,00234,,36.404,-90.648,89.0
KADF,Dexter B Florence Memorial Field,AR,00428,,34.0998,-93.0661,55.78
KCXW,Conway - Cantrell Field,AR,,,35.0199,-92.5551,84.12
KSUZ,Saline County Regional Airport,AR,,,34.59039,-92.47944,118.69
KCGZ,"Casa Grande, Casa Grande Municipal Airport",AZ,03914,,32.95,-111.76667,0.0
KDMA,Davis-Monthan Air Force Base,AZ,23109,,32.16667,-110.88333,0.0
KDUG,Bisbee Douglas International Airport,AZ,93026,72272,31.45838,-109.60676,1251.2
KDVT,"Phoenix, Phoenix-Deer Valley Municipal Airport",AZ,03184,,33.69026,-112.06618,453.39
KFFZ,Mesa / Falcon Field,AZ,03185,,33.46667,-111.73333,423.33
KFHU,"Fort Huachuca, Libby AAF Ft Huachuca",AZ,03124,72273,31.58333,-110.33333,0.0
KFLG,Flagstaff Pulliam Airport,AZ,03103,72375,35.14433,-111.66637,2133.27
KGXF,Gila Bend Air Force Auxiliary Field,AZ,43109,,32.8875,-112.72,269.14
KGCN,Grand Canyon National Park Airport,AZ,03195,,35.94582,-112.15538,1993.27
KGEU,"Glendale, Glendale Municipal Airport",AZ,53126,,33.52722,-112.29528,324.92
KGYR,Goodyear Municipal,AZ,03186,,33.41667,-112.38333,0.0
KIFP,"Bullhead City, Laughlin/Bullhead International Airport",AZ,53135,,35.1575,-114.55944,211.84
KIGM,"Kingman, Kingman Airport",AZ,93167,72370,35.25778,-113.93306,1043.47
KINW,"Winslow, Winslow Municipal Airport",AZ,23194,72374,35.02806,-110.72083,1489.22
KIWA,Phoenix-Mesa Gateway Airport,AZ,23104,,33.31667,-111.65,0.0
KLUF,Luke Air Force Base / Phoenix,AZ,23111,,33.53333,-112.38333,0.0
KNYL,"Yuma, Marine Corps Air Station",AZ,03145,,32.65944,-114.59306,0.0
KOLS,"Nogales, Nogales International Airport",AZ,03196,,31.42083,-110.84583,1193.01
KPGA,"Page, Page Municipal Airport",AZ,03162,72371,36.92056,-111.44806,1307.0
KPHX,"Phoenix, Phoenix Sky Harbor International Airport",AZ,23183,72278,33.427799,-112.003465,339.16
KPRC,"Prescott, Love Field",AZ,23184,,34.64917,-112.42222,1527.82
KRQE,"Window Rock, Window Rock Airport",AZ,03029,,35.65,-109.06667,2055.16
KSAD,"Safford, Safford Municipal Airport",AZ,93084,,32.85722,-109.63556,967.81
KSDL,Scottsdale Airport,AZ,03192,,33.61235,-111.92316,436.06
KSJN,"St. Johns, St. Johns Industrial Airpark",AZ,93027,,34.51833,-109.37917,1745.59
KSOW,"Show Low, Show Low Regional Airport",AZ,03101,,34.26528,-110.00556,1954.07
KTUS,"Tucson, Tucson International Airport",AZ,23160,72274,32.13153,-110.95635,751.39
KAZC,"Colorado City, Colorado City Municipal Airport",AZ,53129,,36.95,-113.0,1485.6
KCHD,"Chandler, Chandler Municipal Airport",AZ,53128,,33.26917,-111.81111,378.87
KSEZ,Sedona Airport,AZ,00375,,34.85,-111.78333,1471.27
KPAN,Payson Airport,AZ,00374,,34.2568364,-111.3392558,1572.16
KCMR,Williams/Clark Memorial Airport,AZ,00221,,35.3054722,-112.1943889,2035.15
KBXK,Buckeye Municipal Airport,AZ,00226,,33.4204,-112.6862,311.2
KALK,Pioneer Airfield,AZ,53146,,31.60564,-110.4281,1445.43
KRYN,Tucson Ryan Field Airport,AZ,00121,,32.1422,-111.1746,737.01
KP08,Coolidge Municipal Airport,AZ,,,32.9359,-111.4265,479.76
KAVQ,Tucson Marana Regional Airport,AZ,,,32.4096,-111.2184,619.05
KJTC,Springerville Municipal Airport,AZ,,,34.1294,-109.3109,2150.42
KA39,Ak-Chin Regional Airport,AZ,,,32.99,-111.91833,396.24
KNOZ,Yuma Auxiliary Airfield,AZ,,,32.5,-114.45,103.02
KLGF,Laguna Army Airfield,AZ,,,32.86459,-114.39298,128.63
KTYL,Taylor Airport,AZ,,,34.45272,-110.11503,1773.94
KMZJ,Pinal Airpark,AZ,,,32.50983,-111.32533,576.68
KAAT,Alturas,CA,94299,,41.48362,-120.5615,1335.88
KACV,"Arcata / Eureka, Arcata Airport",CA,24283,,40.97806,-124.10861,64.46
KAPC,"Napa, Napa County Airport",CA,93227,,38.2075,-122.27944,4.74
KBAB,"Marysville, Beale Air Force Base",CA,93216,,39.13333,-121.43333,0.0
KBFL,"Bakersfield, Meadows Field Airport",CA,23155,72384,35.43361,-119.05667,149.3
KBIH,"Bishop, Bishop Airport",CA,23157,72480,37.37111,-118.35806,1252.85
KBLH,"Blythe, Blythe Airport",CA,23158,,33.61917,-114.71694,120.37
KBLU,"Emigrant Gap, Blue Canyon Nyack Airport",CA,23225,,39.27611,-120.70806,1611.21
KBUR,Burbank - Bob Hope Airport,CA,23152,72288,34.19967,-118.36538,222.73
KBYS,"Fort Irwin/Barstow, Bicycle Lake Army Airfield",CA,03182,74611,35.28333,-116.61667,0.0
KCCR,"Concord, Buchanan Field",CA,23254,72495,37.99167,-122.05194,7.02
KCEC,"Crescent City, Jack McNamara Field Airport",CA,24286,,41.78028,-124.23667,17.02
KCIC,Chico Municipal Airport,CA,93203,,39.79879,-121.85795,82.91
KCMA,"Camarillo, Camarillo Airport",CA,23136,,34.21667,-119.08333,21.6
KCNO,"Chino, Chino Airport",CA,03179,,33.97556,-117.62361,193.94
KCQT,Los Angeles / USC Campus Downtown,CA,93134,,34.02355,-118.29122,54.56
KCRQ,"Carlsbad, McClellan-Palomar Airport",CA,03177,,33.13,-117.27583,95.29
KDAG,"Daggett, Barstow-Daggett Airport",CA,23161,,34.85361,-116.78667,584.79
KEDW,Edwards Air Force Base,CA,03197,72381,34.918,-117.879,705.0
KEED,"Needles, Needles Airport",CA,23179,,34.76611,-114.62333,270.6
KEMT,El Monte,CA,03165,74704,34.08333,-118.03333,0.0
KFAT,"Fresno, Fresno Air Terminal",CA,93193,72389,36.78,-119.71944,101.89
KFUL,"Fullerton, Fullerton Municipal Airport",CA,03166,,33.87194,-117.98472,26.3
KHHR,"Hawthorne, Hawthorne Municipal Airport",CA,03167,,33.92361,-118.33194,16.64
KHJO,Hanford Municipal Airport,CA,53119,,36.31145,-119.62315,75.96
KHWD,"Hayward, Hayward Air Terminal",CA,93228,72585,37.66083,-122.11833,9.58
KIPL,"Imperial, Imperial County Airport",CA,03144,,32.83417,-115.57861,-16.77
KLAX,"Los Angeles, Los Angeles International Airport",CA,23174,72295,33.93806,-118.38889,29.7
KLGB,"Long Beach, Long Beach Airport",CA,23129,72297,33.81167,-118.14639,10.22
KLVK,"Livermore, Livermore Municipal Airport",CA,23285,,37.69278,-121.81444,119.75
KMAE,Madera Municipal Airport,CA,93242,,36.9851,-120.11064,76.6
KMCC,"Sacramento, McClellan Airfield Airport",CA,23208,,38.66667,-121.4,0.0
KMCE,Merced Regional Airport,CA,23257,,37.28306,-120.50778,46.47
KMER,Merced / Castle Air Force Base,CA,23203,72481,37.36667,-120.56667,0.0
KMHR,Sacramento Mather Airport,CA,23206,,38.55996,-121.28397,0.0
KMHS,Mount Shasta,CA,24215,,41.31494,-122.31702,1082.98
KMHV,Mojave,CA,03183,,35.06667,-118.15,849.48
KMMH,Mammoth Yosemite Airport,CA,03181,,37.6241,-118.8423,0.0
KMOD,Modesto City-County Airport - Harry Sham Field,CA,23258,,37.62549,-120.9549,26.55
KMRY,Monterey Regional Airport,CA,23259,,36.59047,-121.84875,48.77
KMYF,"San Diego, Montgomery Field",CA,03131,,32.81444,-117.13639,127.47
KMYV,"Marysville, Yuba County Airport",CA,93205,,39.09778,-121.56972,18.89
KNFG,"Oceanside, Camp Pendleton, Marine Corps Air Station",CA,03154,,33.30472,-117.35389,21.35
KNID,"China Lake, Naval Air Facility",CA,93104,74612,35.68639,-117.69,696.01
KNJK,"El Centro, Naval Air Facility",CA,23199,72281,32.825,-115.66056,-14.08
KNKX,"San Diego, Miramar MCAS/Mitscher Field Airport",CA,03190,72293,32.86833,-117.1425,133.5
KNLC,Lemoore Naval Air Station - Reeves Field,CA,23110,74702,36.30244,-119.93968,0.0
KNRS,Imperial Beach Naval Outlying Field - Ream Field,CA,93115,,32.56302,-117.11091,7.17
KNSI,San Nicolas Island Naval Outlying Field,CA,93116,72291,33.23379,-119.45588,161.27
KNTD,"Point Mugu, Naval Air Warfare Center",CA,93111,72391,34.12389,-119.12167,3.76
KNUC,San Clemente Island NALF,CA,93117,,33.0218,-118.58266,55.47
KNUQ,"Mountain View, Moffett Field",CA,23244,74509,37.40583,-122.04806,11.89
KNXP,Twentynine Palms SELF Airport,CA,93121,,34.29401,-116.14717,610.54
KNZY,"San Diego, North Island, Naval Air Station",CA,93112,,32.69083,-117.20889,4.36
KOAK,"Oakland, Metro Oakland International Airport",CA,23230,72493,37.7178,-122.23294,2.5
KOAR,FORT ORD/FRITZSCHE,CA,93217,,36.68,-121.77,0.0
KOKB,"Oceanside, Oceanside Municipal Airport",CA,53121,,33.21806,-117.35139,9.11
KONT,Ontario International Airport,CA,03102,,34.05316,-117.57685,281.62
KOVE,Oroville Municipal Airport,CA,93210,,39.49436,-121.62223,56.86
KOXR,"Oxnard, Oxnard Airport",CA,93110,,34.20056,-119.20306,11.93
KPAO,Palo Alto Airport,CA,23289,,37.46667,-122.11667,0.0
KPMD,"Palmdale, Palmdale Production Flight Plant",CA,23182,72382,34.62972,-118.08139,764.75
KPOC,Brackett Field Airport,CA,03180,,34.09282,-117.77937,0.0
KPRB,Paso Robles Municipal Airport,CA,93209,,35.66941,-120.62912,249.83
KPSP,Palm Springs Regional Airport,CA,93138,,33.82219,-116.50431,124.72
KPTV,"Porterville, Porterville Municipal Airport",CA,23149,,36.03333,-119.06667,0.0
KRAL,Riverside Municipal Airport,CA,03171,,33.95189,-117.44511,257.68
KRBL,"Red Bluff, Red Bluff Municipal Airport",CA,24216,72591,40.15056,-122.25222,108.05
KRDD,Redding Municipal Airport,CA,24257,72592,40.51461,-122.2977,152.63
KRHV,San Jose / Reid / Hillv,CA,93232,,37.33333,-121.81667,0.0
KRIV,March Air Reserve Base,CA,23119,72286,33.88194,-117.25902,0.0
KRNM,"Ramona, Ramona Airport",CA,53120,,33.0375,-116.91583,422.0
KSAC,Sacramento Executive Airport,CA,23232,72483,38.50674,-121.49597,5.89
KSAN,San Diego International Airport,CA,23188,72290,32.73361,-117.18306,4.57
KSBA,"Santa Barbara, Santa Barbara Municipal Airport",CA,23190,72392,34.42611,-119.84361,2.48
KSBD,San Bernardino Intl. Airport,CA,23122,,34.09027,-117.24705,0.0
KSBP,"San Luis Obispo, San Luis Obispo County-Mc Chesney Field",CA,93206,,35.23611,-120.63611,55.76
KSCK,"Stockton, Stockton Metropolitan Airport",CA,23237,72492,37.88972,-121.22361,8.26
KSDB,Sandberg,CA,23187,72383,34.74361,-118.72444,1374.65
KSDM,"San Diego, Brown Field Municipal Airport",CA,03178,,32.57528,-116.99306,158.9
KSEE,Gillespie Field Airport,CA,03172,,32.82738,-116.97369,123.44
KSFO,"San Francisco, San Francisco International Airport",CA,23234,72494,37.61961,-122.36558,3.16
KSIY,Montague Siskiyou County Airport,CA,24259,,41.77375,-122.46817,806.08
KSJC,"San Jose, San Jose International Airport",CA,23293,,37.35917,-121.92417,14.98
KSLI,Los Alamitos Army Airfield,CA,53141,,33.79628,-118.04179,0.0
KSMF,Sacramento International Airport,CA,93225,,38.70071,-121.59479,7.46
KSMO,"Santa Monica, Santa Monica Municipal Airport",CA,93197,,34.01583,-118.45139,53.29
KSMX,Santa Maria Public Airport/Capt G Allan Hancock Field,CA,23273,72394,34.89408,-120.45212,74.15
KSNA,John Wayne-Orange County Airport,CA,93184,,33.6798,-117.8674,12.95
KSNS,"Salinas, Salinas Municipal Airport",CA,23233,72593,36.66361,-121.60806,22.32
KSQL,San Carlos Airport,CA,93231,,37.51667,-122.25,0.0
KSTS,"Santa Rosa, Santa Rosa Sonoma County Airport",CA,23213,,38.5,-122.81667,36.24
KSUU,Fairfield / Travis Air Force Base,CA,23202,74516,38.26667,-121.95,0.0
KSVE,Susanville Municipal Airport,CA,24258,,40.37569,-120.57269,1264.62
KTOA,"Torrance, Zamperini Field Airport",CA,03174,,33.8,-118.33333,29.57
KTRK,Truckee-Tahoe,CA,93201,72584,39.31667,-120.13333,0.0
KTRM,"Palm Springs, Jacqueline Cochran Regional Airport",CA,03104,,33.62667,-116.15944,-36.03
KTVL,"South Lake Tahoe, Lake Tahoe Airport",CA,93230,,38.89836,-119.99615,1907.02
KUKI,Ukiah Municipal Airport,CA,23275,,39.12783,-123.20011,183.67
KVBG,"Lompoc, Vandenberg Air Force Base",CA,93215,72393,34.72944,-120.57667,121.01
KVCB,Vacaville Nut Tree Airport,CA,93241,,38.37755,-121.95853,31.73
KVIS,"Visalia, Visalia Municipal Airport",CA,93144,,36.31667,-119.4,0.0
KVNY,"Van Nuys, Van Nuys Airport",CA,23130,,34.2125,-118.49083,239.19
KWJF,General Wm J Fox Airfield,CA,03159,,34.74123,-118.21251,712.63
KWVI,"Watsonville, Watsonville Municipal Airport",CA,23277,,36.93944,-121.78889,49.49
KAUN,Auburn Municipal Airport,CA,23224,,38.95535,-121.08636,466.65
KAVX,Avalon Catalina Airport,CA,23191,72292,33.40421,-118.41456,476.98
KFCH,Fresno Chandler Executive Airport,CA,23167,,36.73096,-119.81465,84.12
KIZA,"Santa Ynez, Santa Ynez Airport",CA,93244,,34.60694,-120.07556,204.52
KVCV,"Victorville, Southern California Logistics Airport",CA,23131,,34.59722,-117.38278,0.0
KWHP,"Los Angeles, Whiteman Airport",CA,53130,,34.25,-118.4,305.71
K9L2,Edwards Air Force Auxiliary North Base,CA,53144,,34.99083,-117.86317,695.86
KJAQ,Westover Field - Amador County Airport,CA,,,38.3768,-120.79391,516.33
